date,reservoir,depth,density_cells/ml
2017-06-27,TAR,0,"97513,4817"
2017-06-27,TAR,0,"3679,754026"
2017-06-27,TAR,0,"13799,0776"
2017-06-27,TAR,0,"698233,3265"
2017-06-27,TAR,0,"1863,655085"
2017-06-27,TAR,0,"638,9674576"
2017-06-27,TAR,0,"5519,63104"
2017-06-27,TAR,0,"3679,754026"
2017-06-27,TAR,0,"5519,63104"
2017-06-27,TAR,0,"34090,90909"
2017-06-27,TAR,0,"22727,27273"
2017-06-27,TAR,0,"1363,636364"
2017-06-27,TAR,0,"15909,09091"
2017-06-27,TAR,0,"10227,27273"
2017-06-27,TAR,0,"70909,09091"
2017-06-27,TAR,0,"5681,818182"
2017-06-27,TAR,0,"3409,090909"
2017-06-27,TAR,0,35000
2018-07-31,TAR,0,"4195,886305"
2018-07-31,TAR,0,"32013,86003"
2018-07-31,TAR,0,"93465,75227"
2018-07-31,TAR,0,"4415,704832"
2018-07-31,TAR,0,"16558,89312"
2018-07-31,TAR,0,"48204,77775"
2018-07-31,TAR,0,"19502,69634"
2018-07-31,TAR,0,"74331,03133"
2018-07-31,TAR,0,"724,1631186"
2018-07-31,TAR,0,"4415,704832"
2018-07-31,TAR,0,"303211,7318"
2018-07-31,TAR,0,"169636,6606"
2018-07-31,TAR,0,"136886,8498"
2018-07-31,TAR,0,"1839,877013"
2018-07-31,TAR,0,"188771,3816"
2018-07-31,TAR,0,"3311,778624"
2018-07-31,TAR,5,"4472,772203"
2018-07-31,TAR,5,"5910,448983"
2018-07-31,TAR,5,"32854,94666"
2018-07-31,TAR,5,"157703,744"
2018-07-31,TAR,5,"124848,7973"
2018-07-31,TAR,5,"44682,72746"
2018-07-31,TAR,5,"17092,37949"
2018-07-31,TAR,5,"3942,5936"
2018-07-31,TAR,5,"7885,187199"
2018-07-31,TAR,5,"119592,0059"
2018-07-31,TAR,5,"105135,8293"
2018-07-31,TAR,5,"147847,26"
2018-07-31,TAR,5,"3285,494666"
2018-07-31,TAR,5,"162303,4365"
2018-07-31,TAR,5,"2628,395733"
2017-06-14,WFR,0,"266,2364407"
2017-06-14,WFR,0,"138501,8529"
2017-06-14,WFR,0,"8177,23117"
2017-06-14,WFR,0,"14310,15455"
2017-06-14,WFR,0,"2449,375254"
2017-06-14,WFR,5,"355490,5229"
2017-06-14,WFR,5,"15770,3744"
2017-06-14,WFR,5,"45339,8264"
2017-06-14,WFR,5,"13799,0776"
2017-06-14,WFR,5,"147847,26"
2017-06-14,WFR,0,"6899,538799"
2017-06-14,WFR,0,"466408,8228"
2017-06-14,WFR,0,"425,9783051"
2017-06-14,WFR,0,"94753,66618"
2017-06-14,WFR,0,"452,6019492"
2017-06-14,WFR,0,"1656,666667"
2017-06-14,WFR,0,1704
2018-09-06,WFR,0,"53,24728814"
2018-09-06,WFR,0,"26064,92435"
2018-09-06,WFR,0,"638,9674576"
2018-09-06,WFR,0,"243783,7042"
2018-09-06,WFR,0,"40630,61737"
2018-09-06,WFR,0,"180921,2396"
2018-09-06,WFR,0,"67462,15715"
2018-09-06,WFR,0,"142590,4685"
2018-09-06,WFR,0,"115758,9287"
2018-09-06,WFR,5,"24838,33968"
2018-09-06,WFR,5,"115912,2518"
2018-09-06,WFR,5,"7359,508053"
2018-09-06,WFR,5,"259422,6589"
2018-09-06,WFR,5,"25758,27818"
2018-09-06,WFR,5,"222625,1186"
2018-09-06,WFR,5,"5519,63104"
2018-09-06,WFR,5,"52436,49488"
2018-09-06,WFR,5,"113152,4363"
2018-09-06,WFR,5,"86474,21962"
