date,reservoir,depth,density_cells/ml
2018-07-18,CCK,0,"218485,3953"
2018-07-18,CCK,0,"25298,30893"
2018-07-18,CCK,0,"38768,83706"
2018-07-18,CCK,5,"10513,58293"
2018-07-18,CCK,5,"110721,1703"
2018-07-18,CCK,5,"70309,58586"
2018-07-18,CCK,5,"31540,7488"
2018-07-18,CCK,5,"207971,8124"
2018-07-18,CCK,5,"5256,791466"
2018-07-18,CCK,5,"167231,6785"
2018-07-18,CCK,5,"141276,2707"
2018-07-18,CCK,5,"9199,385066"
2018-07-18,CCK,5,"45011,27693"
2018-07-18,CCK,5,"29569,452"
2018-09-05,CCK,0,"1198,063983"
2018-09-05,CCK,0,"33117,78624"
2018-09-05,CCK,0,"107632,8053"
2018-09-05,CCK,0,"194566,9941"
2018-09-05,CCK,0,"4579,26678"
2018-09-05,CCK,0,"114532,3441"
2018-09-05,CCK,0,"11499,23133"
2018-09-05,CCK,0,"56116,2489"
2018-09-05,CCK,0,"761709,0835"
2018-09-05,CCK,0,"12879,13909"
2018-09-05,CCK,0,"3114,966356"
2018-09-05,CCK,0,"93833,72767"
2018-09-05,CCK,5,"158689,3924"
2018-09-05,CCK,5,"186287,5476"
2018-09-05,CCK,5,"29131,38604"
2018-09-05,CCK,5,"21465,23182"
2018-09-05,CCK,5,"766,6154222"
2018-09-05,CCK,5,"47530,15617"
2018-09-05,CCK,5,"503666,3324"
2018-09-05,CCK,5,"19165,38555"
2018-09-05,CCK,5,"172488,47"
2018-09-05,CCK,5,"1703,91322"
2017-06-21,CFK,0,"3565,902402"
2017-06-21,CFK,0,"49734,95456"
2017-06-21,CFK,0,"92,24467282"
2017-06-21,CFK,0,"10603,86767"
2017-06-21,CFK,0,"3565,902402"
2017-06-21,CFK,5,"4599,692533"
2017-06-21,CFK,5,"25442,04932"
2017-06-21,CFK,5,"6,655911017"
2017-06-21,CFK,5,"5246,524295"
2017-06-21,CFK,5,"2587,32705"
2017-06-21,CFK,0,"2891,235306"
2017-06-21,CFK,0,"21,29891525"
2017-06-21,CFK,0,"16734,1195"
2017-06-21,CFK,0,"87,6131911"
2017-06-21,CFK,0,"2055,345322"
2017-06-21,CFK,0,"2190,329778"
2017-06-21,CFK,0,"2496,975946"
2017-06-21,CFK,0,"402,3333333"
2017-06-21,CFK,0,"530,1333333"
2017-06-21,CFK,0,"473,3333333"
2018-09-19,CFK,0,"958,4511864"
2018-09-19,CFK,0,"34242,15552"
2018-09-19,CFK,0,"621,2183616"
